object_id,koi_period,koi_prad,koi_teq,koi_insol,koi_disposition,category,score,flags,disposition_compare,is_disposition_match,color_hint
K00752.01,9.48803557,2.26,793.0,93.59,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00752.02,54.4183827,2.83,443.0,9.11,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00753.01,19.89913995,14.6,638.0,39.3,CANDIDATE,candidate,0.5,,match,True,black
K00754.01,1.736952453,33.46,1395.0,891.96,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00755.01,2.525591777,2.75,1406.0,926.16,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00756.01,11.09432054,3.9,835.0,114.81,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00756.02,4.13443512,2.77,1160.0,427.65,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00756.03,2.56658897,1.59,1360.0,807.74,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00114.01,7.36178958,39.21,1342.0,767.22,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00757.01,16.06864674,5.76,600.0,30.75,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00001.01,2.470613377,13.04,1339.0,761.46,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00002.01,2.204735417,16.1,2048.0,4148.92,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00010.01,3.522498429,14.59,1521.0,1264.67,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00112.02,3.709214104,1.16,1206.0,500.46,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00742.01,11.52144606,150.51,753.0,75.88,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00743.01,19.40393776,7.18,523.0,17.69,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00744.01,19.22138894,49.29,698.0,55.97,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00745.01,16.46983774,7.94,595.0,29.61,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00746.01,9.27358173,2.47,649.0,41.85,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00747.01,6.02930329,2.85,678.0,50.04,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00748.01,2.696370652,1.58,1066.0,305.34,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00749.01,5.349553819,2.55,919.0,168.99,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00749.02,3.94105221,1.7,1018.0,253.15,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00749.03,8.10904807,1.3,800.0,97.03,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00113.01,386.6030528,41.5,297.0,1.84,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00750.01,21.67699193,2.95,530.0,18.64,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00751.01,4.99677968,2.78,917.0,166.95,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00769.01,4.280963604,2.3,1012.0,247.87,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00770.01,1.50635409,4.53,1452.0,1054.12,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00771.01,670.645531,14.14,196.0,0.35,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00772.01,61.2563628,39.87,505.0,15.43,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00773.01,38.3775486,2.82,529.0,18.53,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00757.02,41.19725502,3.86,439.0,8.76,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00757.03,6.252962249,2.65,823.0,108.3,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00758.01,16.01308419,3.1,593.0,29.31,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00759.01,32.62876672,3.36,506.0,15.55,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00759.02,91.7732862,2.12,359.0,3.92,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00760.01,4.959319244,12.21,1103.0,349.4,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00761.01,2.701287801,6.54,1222.0,527.81,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00762.01,4.49876511,2.1,1133.0,389.62,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00763.01,19.65120951,12.42,730.0,67.03,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00115.01,5.412203927,2.94,1093.0,337.68,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00764.01,41.43958662,5.5,516.0,16.72,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00765.01,8.35389523,2.52,790.0,91.9,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00766.01,4.125543472,4.43,1243.0,565.35,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00767.01,2.816504904,12.21,1219.0,521.13,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00768.01,33.93373447,7.34,430.0,8.11,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00786.01,3.689920099,1.89,1147.0,408.99,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00787.01,4.431238488,3.25,1104.0,351.23,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00787.02,11.37936986,3.95,806.0,99.68,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00788.01,26.39432897,3.07,489.0,13.49,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00116.01,13.57078281,2.64,785.0,89.61,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00115.02,7.12594387,1.79,997.0,233.31,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00774.01,7.442652004,15.03,967.0,206.78,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00775.01,16.38489988,2.0,433.0,8.35,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00775.02,7.8774163,2.16,553.0,22.18,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00775.03,36.4454001,1.99,332.0,2.88,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00776.01,3.728732147,6.02,1023.0,258.34,CANDIDATE,candidate,0.5,,match,True,black
K00777.01,40.4195037,7.51,467.0,11.29,CANDIDATE,candidate,0.5,,match,True,black
K00778.01,2.243380573,1.99,822.0,107.6,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00779.01,10.40599802,11.23,833.0,113.94,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00780.01,2.337437946,2.34,1070.0,311.16,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00780.02,7.2406612,19.45,734.0,68.63,CANDIDATE,anomalous_signal,0.7,FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K00115.03,3.43591631,0.55,1272.0,617.61,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00781.01,11.59822233,2.65,396.0,5.82,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00782.01,6.575315881,5.31,1015.0,251.38,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00783.01,7.275040844,4.86,833.0,113.64,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00784.01,19.27153892,1.93,393.0,5.66,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00784.02,10.06524317,1.91,488.0,13.43,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00785.01,12.3935651,2.66,677.0,49.68,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00116.02,43.84439721,2.87,531.0,18.77,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00798.01,3.341913228,21.55,1032.0,268.67,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00799.01,1.626630225,32.43,1547.0,1355.88,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00800.01,2.711504086,3.12,1420.0,960.79,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00800.02,7.21203748,3.32,1025.0,260.58,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00789.01,14.1798187,1.88,711.0,60.35,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00790.01,8.47237911,2.59,751.0,75.44,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00790.02,60.4189369,2.36,390.0,5.49,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00791.01,12.61190435,7.4,753.0,76.15,CANDIDATE,candidate,0.5,,match,True,black
K00792.01,1.433769925,46.58,1920.0,3209.29,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00793.01,10.31872301,28.59,876.0,139.26,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00794.01,2.539183147,2.06,1332.0,743.09,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00795.01,6.770300385,2.77,812.0,102.87,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00796.01,0.444291966,27.51,1836.0,2706.26,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00797.01,10.181584,7.73,812.0,102.91,CANDIDATE,candidate,0.5,,match,True,black
K00812.02,20.06036336,1.96,361.0,4.0,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00812.03,46.1842039,1.83,273.0,1.32,CANDIDATE,rocky_candidate,0.7,,mismatch,False,red
K00116.04,23.9800854,1.31,649.0,41.94,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00812.04,7.82502168,1.2,494.0,14.05,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00813.01,3.895936525,7.34,1005.0,241.62,CANDIDATE,candidate,0.5,,match,True,black
K00814.01,22.36646466,2.32,536.0,19.45,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00801.01,1.625522174,9.73,1579.0,1467.41,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00802.01,19.62034692,13.6,643.0,40.39,CANDIDATE,candidate,0.5,,match,True,black
K00803.01,7.544039,17.47,838.0,116.46,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00804.01,9.02930689,2.57,757.0,77.75,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00805.01,10.32803571,13.28,843.0,119.31,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00806.01,143.2063047,8.9,308.0,2.14,CANDIDATE,habitable_zone_candidate,0.55,,mismatch,False,red
K00116.03,6.164876,0.79,1021.0,256.35,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00806.02,60.32494216,12.19,411.0,6.77,CANDIDATE,candidate,0.5,,match,True,black
K00806.03,29.1598615,1.91,524.0,17.85,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00807.01,1.540397253,25.69,1470.0,1105.68,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00808.01,2.99025443,1.7,918.0,168.45,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00809.01,1.594745374,11.3,1539.0,1329.42,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00810.01,4.783002698,2.5,886.0,145.48,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00811.01,20.50588921,3.41,518.0,17.06,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00812.01,3.340218842,2.03,656.0,43.73,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00828.01,2.507089906,30.26,1326.0,730.47,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00829.01,18.64932728,3.12,701.0,57.13,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00117.02,4.90144976,1.7,1262.0,598.74,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00829.02,9.75192101,2.76,870.0,135.66,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00829.03,38.5576546,4.02,550.0,21.71,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00830.01,3.525632539,11.58,975.0,213.12,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00815.01,34.84398644,7.61,511.0,16.1,CANDIDATE,candidate,0.5,,match,True,black
K00816.01,7.748094239,5.52,964.0,204.39,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00817.01,23.96793669,1.8,329.0,2.77,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00817.02,8.29561738,1.82,469.0,11.39,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00818.01,8.11437482,2.1,460.0,10.55,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00819.01,38.03672948,27.5,500.0,14.81,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00820.01,4.64090031,30.09,1155.0,421.08,CANDIDATE,anomalous_signal,0.8,FLAG_RADIUS_TOO_LARGE;FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K00011.01,3.747838198,13.65,1031.0,266.76,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00117.01,14.74914825,2.89,874.0,137.91,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00821.01,21.81295996,3.38,639.0,39.33,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00822.01,7.91936937,10.34,814.0,104.0,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00823.01,1.028436523,72.77,1947.0,3400.48,CANDIDATE,anomalous_signal,0.8,FLAG_RADIUS_TOO_LARGE;FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K00824.01,15.37562369,11.01,600.0,30.54,CANDIDATE,candidate,0.5,,match,True,black
K00825.01,8.10363271,2.11,687.0,52.82,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00825.02,4.71510843,1.46,823.0,108.84,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00826.01,6.365839713,2.44,914.0,165.33,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00827.01,5.97581754,3.86,1047.0,284.25,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00839.01,2.446737317,26.25,1261.0,597.19,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00840.01,3.04033046,8.99,1021.0,257.29,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00841.01,15.33528675,5.0,610.0,32.67,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00117.04,7.95825328,1.06,1074.0,314.15,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00841.02,31.33046135,6.5,481.0,12.61,CANDIDATE,candidate,0.5,,match,True,black
K00831.01,3.9043425,12.28,1104.0,351.05,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00832.01,9.286358079,17.61,796.0,95.03,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00833.01,3.951405455,31.44,1133.0,388.71,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00834.01,23.65369415,7.89,731.0,67.65,CANDIDATE,candidate,0.5,,match,True,black
K00834.02,13.23352214,3.06,888.0,146.67,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00834.03,6.15560285,2.32,1146.0,406.94,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00834.04,2.090811305,1.62,1642.0,1718.04,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00117.03,3.180027898,1.53,1458.0,1066.86,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00834.05,50.4467417,2.67,568.0,24.64,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00835.01,11.76307164,2.35,616.0,33.99,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00835.02,56.2279271,2.37,366.0,4.22,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00836.01,2.384052875,17.06,1010.0,244.87,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00837.01,7.953547,2.25,696.0,55.37,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00837.02,4.14451656,1.48,864.0,132.08,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00838.01,4.859386384,38.33,1114.0,364.23,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00850.01,10.52629458,8.24,713.0,61.16,CANDIDATE,candidate,0.5,,match,True,black
K00851.01,4.583520948,5.39,1038.0,274.98,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00852.01,3.76181843,2.66,1121.0,372.62,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00853.01,8.20396958,3.01,742.0,71.5,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00853.02,14.49645186,3.01,613.0,33.48,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00841.03,6.54626149,2.19,810.0,101.78,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00842.01,12.71809866,2.31,562.0,23.6,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00842.02,36.06588163,2.64,397.0,5.88,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00843.01,4.190425659,6.21,1234.0,547.9,CANDIDATE,candidate,0.5,,match,True,black
K00844.01,3.709870784,4.35,1151.0,415.1,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00845.01,16.3297527,3.75,727.0,66.08,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00846.01,27.80756622,13.84,554.0,22.24,CANDIDATE,candidate,0.5,,match,True,black
K00847.01,80.8723469,7.59,452.0,9.88,CANDIDATE,candidate,0.5,,match,True,black
K00848.01,3.166465862,26.82,954.0,196.31,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00118.01,24.99324319,2.29,712.0,60.88,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00849.01,10.35533116,2.47,777.0,86.22,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00867.01,16.08518937,3.68,613.0,33.43,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00868.01,235.9986399,10.59,188.0,0.29,CANDIDATE,habitable_zone_candidate,0.55,,mismatch,False,red
K00869.01,7.49018305,2.56,753.0,76.06,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00869.02,36.2761238,3.03,445.0,9.29,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00869.03,17.46087931,2.32,568.0,24.6,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00854.01,56.0560754,1.94,233.0,0.69,CANDIDATE,rocky_candidate,0.7,,mismatch,False,red
K00855.01,41.40831669,11.38,453.0,9.93,CANDIDATE,candidate,0.5,,match,True,black
K00856.01,39.74893077,14.21,552.0,21.87,CANDIDATE,candidate,0.5,,match,True,black
K00857.01,5.715425977,2.47,850.0,123.03,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00119.01,49.18394185,8.2,669.0,47.4,CANDIDATE,candidate,0.5,,match,True,black
K00857.02,20.0261412,2.28,559.0,23.14,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00858.01,13.61014819,19.02,733.0,68.29,CANDIDATE,candidate,0.5,,match,True,black
K00859.01,10.44331991,2.66,667.0,46.94,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00861.01,2.237489571,1.41,1160.0,427.17,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00862.01,5.851520671,14.62,901.0,155.89,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00863.01,3.167893418,2.62,1221.0,526.23,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00864.01,4.311780262,3.11,1038.0,274.84,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00864.02,20.0504494,2.69,622.0,35.44,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00864.03,9.76734503,2.67,791.0,92.46,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00865.01,119.0207044,8.98,366.0,4.25,CANDIDATE,candidate,0.5,,match,True,black
K00119.02,190.3200468,7.78,426.0,7.8,CANDIDATE,candidate,0.5,,match,True,black
K00866.01,2.861159894,4.37,1355.0,797.1,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00880.01,26.44439337,3.91,562.0,23.54,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00880.02,51.53997972,5.51,450.0,9.67,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00880.03,5.902245782,2.43,926.0,173.74,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00880.04,2.382951591,1.86,1253.0,583.01,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00881.01,21.02250608,3.07,521.0,17.48,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00869.04,3.219814777,1.69,998.0,234.93,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00870.01,5.912273234,1.73,585.0,27.72,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00870.02,8.98581901,1.65,509.0,15.9,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00871.01,12.94066866,22.94,723.0,64.64,CANDIDATE,anomalous_signal,0.7,FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K00120.01,20.5452375,2.41,742.0,71.57,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00872.01,33.60123371,8.46,495.0,14.22,CANDIDATE,candidate,0.5,,match,True,black
K00872.02,6.76652928,1.97,845.0,120.48,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00873.01,4.347288783,2.36,1174.0,449.79,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00874.01,4.601811819,2.35,896.0,152.91,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00874.02,11.18719905,1.55,667.0,46.65,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00875.01,4.220965778,2.62,595.0,29.68,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00876.01,6.998099523,588.66,853.0,125.22,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00877.01,5.95489993,2.33,635.0,38.52,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00877.02,12.03987488,2.18,502.0,15.06,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00877.03,20.83762895,1.42,418.0,7.24,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00121.01,8.8111022,63.66,1399.0,904.92,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00878.01,23.58917143,3.16,487.0,13.34,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00123.01,6.481633073,2.54,1145.0,406.25,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00892.01,10.37168928,3.2,720.0,63.68,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00892.02,3.96996298,1.78,992.0,229.37,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00893.01,4.40841331,2.66,1139.0,398.0,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00894.01,7.9426176,4.68,878.0,140.57,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00881.02,226.8904775,4.53,236.0,0.73,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K00882.01,1.956811408,21.58,1109.0,357.16,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00883.01,2.688899233,12.04,929.0,175.76,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00884.01,9.439459486,4.16,686.0,52.32,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00122.01,11.52306746,3.13,927.0,174.81,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00884.02,20.47748843,2.92,530.0,18.65,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00884.03,3.336123113,1.74,970.0,209.79,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00886.01,8.01078456,1.72,453.0,9.9,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00886.02,12.07134205,1.29,395.0,5.74,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00886.03,20.99587872,1.3,328.0,2.74,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00887.01,7.41113177,2.45,905.0,158.11,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00888.01,1.000747038,4.14,1620.0,1635.2,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00889.01,8.884922995,10.51,770.0,83.21,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00890.01,8.09888906,8.95,986.0,223.19,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00891.01,10.00653012,3.52,876.0,139.21,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00012.01,17.85522168,13.16,911.0,163.04,CANDIDATE,candidate,0.5,,match,True,black
K00901.01,12.73262407,4.87,432.0,8.22,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00902.01,83.92494032,4.78,226.0,0.62,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K00903.01,5.007316661,6.96,998.0,234.28,CANDIDATE,candidate,0.5,,match,True,black
K00904.01,2.211116989,1.85,931.0,177.19,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00904.02,27.9541337,1.9,400.0,6.04,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00124.01,12.69104387,2.57,1008.0,244.3,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00895.01,4.409409243,10.95,1101.0,347.06,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K00896.01,16.23947096,4.14,598.0,30.14,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00896.02,6.308201629,2.96,819.0,106.44,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00897.01,2.052349884,13.12,1497.0,1183.18,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K00898.01,9.7704486,2.23,460.0,10.59,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00898.02,5.169804269,1.66,569.0,24.75,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K00123.02,21.22261195,2.48,771.0,83.56,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K00898.03,20.09017037,2.25,362.0,4.05,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
